package,app,category,description,downloads,price,num_ratings,rating
com.popcasuals.bubblepop2,"Bubble Pop Plus!",Casual,"The best shoot-bubble style game! Are you a super fan of bubble style games ( Bubble Bust, Shoot Bubble, Bubble Blast,Bubble Buster, Frozen Bubble, Puzzle Bobble, Bubble Bash, Bubble Pop, etc.)? Are you tired of the monotonous scene and the same playing method of the classic shoot-bubble game but you still can't help enjoying it! Bubble Pop Plus will give you much more fun! It has a variety of bubbles. The stone bubble can bust all the bubbles on the way of soaring into the sky! Oh! Be careful of the underwater mine, which will speed up the bubble to decline! Colorfull bubbles, progenitive bubbles, bubbles hidden gold coin and much much more interesting fun are waiting for you! Come on! It is so easy, but it is not tedious at all and even more challenging! Much more interesting levels are coming soon! How to play: 1. Your goal is to clear the bubbles and bust the hidden heart bubble. 2. Gain more gold coin to open more interesting levels. 3. A bomb can bust all the bubbles surrounded! 4. The stone bubble can bust all the bubbles on the way of soaring into the sky! 5. Be careful of the underwater mine,which will speed up the bubble to decline! 6. Much more is waiting for you to discover! Highlight Features: 1. Exciting new bubbles and power ups! 2. Fresh and beautiful style???high quality HD graphics! 3. Three star ranking system! 4. Well-designed levels give you much fun no matter you are a new or expert player! 5. Openfeint leaderboards supported.","1,000,000 - 5,000,000",0,18664,4.5
com.popcasuals.bubblepopinfinite,"Bubble Pop Infinite",Racing,"The challenge mode of Bubble Pop Plus! Bubble Pop Plus is the best shooting bubble game on android market! Are you a super fan of bubble games ( Bubble Bust, Shoot Bubble, Bubble Blast,Bubble Buster, Frozen Bubble, Puzzle Bobble, Bubble Bash, Bubble Pop, etc.)? Are you tired of the monotonous scene and the same playing method of the classic shoot-bubble game but you still can't help enjoying it! Bubble Pop Plus will give you much more fun! It has a variety of bubbles. Come on! It is so easy, but it is not tedious at all and even more challenging! How to play: 1. Your goal is to clear the bubbles and bust the hidden heart bubble. 2. Gain more gold coins to remove ad. 3. A bomb can bust all the bubbles surrounded! 4. The stone bubble can bust all the bubbles on the way of soaring into the sky! 5. Be careful of the underwater mine, which will speed up the bubble to decline! 6. Much more is waiting for you to discover! Highlight Features: 1. Exciting new bubbles and power ups! 2. Fresh and beautiful style???high quality graphics! 3. The progess can be saved and you can continue to play the next time. 4. OpenFeint leaderboards supported.","100,000 - 500,000",0,2605,4.5
com.powerhallgames.rockslots,"Rock Slots","Cards & Casino","A casino slot machine game featuring multiple bet lines. Rock Slots is a casino slot machine game with a rock music theme. The game offers multiple bet lines to customize how you play and an online score board to compete with other players. An Internet connection is required only for the score board. There are no ads.","5,000 - 10,000",0,6,4.3
com.ppl.NickiMinaj,"Nicki Minaj","Music & Audio","The Nicki Minaj information and news hub. Up to the minute news, videos, forums, official announcements and more... at your fingertips. NICKI Onika Tanya Maraj (born December 8, 1982), better known by her stage name Nicki Minaj (pronounced /m????n??????/), is a rapper and singer-songwriter who was born in Saint James, Trinidad and Tobago, but moved to the Queens borough of New York City as a child and graduated from LaGuardia High School in 2003. She released her first mixtape Playtime Is Over in 2007, which was followed by Sucka Free and Beam Me Up Scotty in 2008 and 2009, respectively. Minaj was discovered by fellow American rapper Lil Wayne and signed a deal to Young Money Entertainment with distribution from Universal Motown in August 2009. Her debut studio album Pink Friday (2010) became a commercial success, peaking atop of the U.S. Billboard 200 and being certified platinum by the Recording Industry Association of America (RIAA) a month after its release. She became the first artist ever to have seven singles on the Billboard Hot 100 at the same time. Her second single, Your Love, reached number-one on the Billboard Hot Rap Songs chart, making Nicki Minaj the first female artist to top the chart unaccompanied since 2002. She also became the first female artist to be included on MTV's Annual Hottest MC List.","10,000 - 50,000",0,15,3.3
com.preciselabs.teen_truth_and_dare,"Teen Truth and Dare",Casual,"Teen Truth and Dare No more boring parties or get together, the best truth and dare application in whole market is here. Pros in the app:- 1.) Real Game Experience - every rule is similar like the origonal truth and dare game , A random person is selected using an interactive interface, then asked for truth or dare. 2.) Hundreds of truth and dare questions for having fun. 3.) I have also introducing a scoring system which add even more fun. 4.) No limit on number of players.","50,000 - 100,000",0,37,3.3
com.premapps.InternetJobs,"Internet Jobs",Business,"Internet jobs is a free app which help you find real work from home jobs from Internet. It has many channels and you can set the job as favorite so you can apply to that later, you can share with your friends, you can set the refresh time as per your need. Browse the jobs and earn some real money.","10,000 - 50,000",0,20,2.8
com.progimax.tazer.free,"Tazer Free",Casual,"Have fun with your friends by pretending they will be electrocuted. Several sounds & skins from the menu. Virtual Taser. Virtual electric gun. Stun gun. Weapon. LED Lighting Flash compatible on: HTC Desire. Motorola Milestone / Droid. Froyo (2.2). Read phone state and identity permission: Just used for ads. No personal information collected. android.permission.FLASHLIGHT, android.permission.CAMERA for LED Lighting Flash and transparent background.","1,000,000 - 5,000,000",0,8635,3.9
com.project.mickywallpapers,"MickyMouse Wallpaper",Comics,"Mickey Mouse is a cartoon character created in 1928 by Walt Disney.Soon it became the favorite among all.So enjoy your favorite character on your mobile home screen!!","10,000 - 50,000",0,2,5
com.promille,"Blood Alcohol Calculator","Health & Fitness","Calculate your blood alcohol content with Blood Alcohol Calculator! BAC is a powerful calculator to estimate the amount of alcohol in your blood after drinking. You can customize the number of drinks, size and the alcohol percent. It supports four different types of drinks at once. The default values are for beer, wine, spirits and a custom drink. You can choose between a basic and advanced calculation. In the basic you just fill in the number of hours you have been drinking, and then you'll get your blood alcohol level with some facts. In the advanced calculation you put in the time you drank the drink and then you will get a graph showing your blood alcohol level. The bac compensates for weight, gender and elapsed time of drinking using Widmark's Formula. Choose between metric (cl/kg) and imperial (fl oz/lb). Use the menu button to access these and other options. The bac will save you preferred drink size and alcohol percent until next time, making it fast and easy to use. You can also check the last five blood alcohol calculations under History in the menu options. Permissions are used for ads. Keywords: blood alcohol calculator, alcohol app, alcoholic drink, alcohol consumption, alcohol intake, BAC, blood alcohol content, blood alcohol level, drink app, alcohol calculator","50,000 - 100,000",0,177,3.7
com.prosama.autumnrainlite,"Autumn Rain Live Wallpaper",Personalization,"Watch the Leaves rain down. Autumn is just around the corner, lets celebrate with this cute Live Wallpaper. Autumn Rain Live Wallpaper features an autumn abstract background with falling leaves and a tree drawn onto the screen. This is the free version so it only has one scene. Checkout our premium Apps showcase at: http://www.honeycombwallpapers.com/ The pro version is loaded with all kinds of features such as: Rotation of leaves off/on Choice of 3 different backgrounds. Settings for Wind Speed Settings for Wind Direction Settings for Gravity for the leaves 3 sets of leaf graphics to choose from Toggle Tree off/on Set number of leaves app2sd card support Autumn, fall, season, seasons, nature, leaf, leaves Please checkout my other apps and Live Wallpapers. Known Bug for gingerbread, Settings screen may force close on you just keep trying and it will eventually set. Please checkout my other apps and live wallpapers.","10,000 - 50,000",0,44,4
com.prosamasoftware.RSMegagoldguide,"Ultimate Runescape Gold Guide","Books & Reference","99 cent sale for a limited time Are you ready to become the most filthiest Rich player in Runescape? Well now you can with this most extensive Runescape Gold Guide Ever Created. This Guide has over 107 Diferent Methods to make lots of runescape gp/hour. I have 99 in all my skills, you will be learning from the best of the best. The top 50 ways in this guide go into great detail and each method makes over 300k GP or more per hour. the top 84 methods make over 200k/hr and the most least money method in this guide makes 141k/hr. This is the best Runescape Gold Guide anywhere. I will Guarantee it. And remember you get what you pay for which is why this guide costs more than the other guides.","10,000 - 50,000",0,37,4.2
com.prospects,"MLS-Touch (beta)",Business,"Quickly access all listings from your MLS on your Android phone with MLS-Touch! The First App for Real Estate Agents Only! [Please be aware that this is a beta version only and that we are aware of some issues which we are in the process of fixing.] Attention: MLS-Touch is offered as a free member benefit in some areas and is available as a paid subscription in others. Please visit MLS-Touch.com to learn more or to subscribe to the service. MLS-Touch allows you to quickly access all listings from your MLS on your Android phone (Active, Pending, and Sold) with photos, property description, private remarks, listing agent info, listing date, commission, showing instructions and quick access to your contacts. Use it to show homes, research home values, and preview properties, without going to the office! Other features include: ???Map Search with GPS ???MLS# Search ???Custom Search ???Instant Market Statistics ???Instant Sales Comparables ???Email multiple listings to contacts ???InstaView - Instantly see the information on a listing with 1 button ???Save searches ???Save listings for later use MLS supported: CRMLS (Tempo and Matrix) - CrisNET - SoCalMLS - MLS Listings - Sandicor. Email us at support@mls-touch.com if you???d like us to communicate with your real estate association or MLS. Send us your feedback at support@mls-touch.com Thanks!","5,000 - 10,000",0,11,2.9
com.puzzle4all.spiderman,"Spiderman Puzzle","Brain & Puzzle","Fun & Addicting Puzzle Game ************************************* ??? Create Puzzles from Spiderman Photos ??? Challenge & Compete with your friends ??? High Quality Pictures ??? Set completed Puzzle as Wallpaper ??? 3 Different levels to choose from ??? Timer may be disable ??? Hints to help with hard puzzles ??? Multiple Puzzle Sizes ??? Share your High Score on Facebook","50,000 - 100,000",0,42,4.3
com.puzzle4all.tinkerbell,"TinkerBell Puzzle","Brain & Puzzle","Fun & Addicting Puzzle Game ************************************* ??? Create Puzzles from TinkerBell Photos ??? Challenge & Compete with your friends ??? High Quality Pictures ??? Set completed Puzzle as Wallpaper ??? 3 Different levels to choose from ??? Timer may be disable ??? Hints to help with hard puzzles ??? Multiple Puzzle Sizes ??? Share your High Score on Facebook","50,000 - 100,000",0,42,4.3
com.pwg.Falldown,FallDown!,"Arcade & Action","Ready to Fall? ** Now with ability to Remove Ads for Free by Downloading 1-2 Free Apps ** FallDown! is the best Fall Down game on the Market. If you enjoy Abduction!, PapiJump or PapiRiver you will find this great time-waster challenging and addicting. Race your ball downward by tilting your phone to the left and right dodging ledges and collecting pick-ups along the way. The speed of the game will soon accelerate making it harder for you to keep your ball from getting squished at the top of the screen and ending your game. Last as long as you can for the highest possible score! Use your ScoreLoop profile or create one to submit your highest score on the online leaderboards. The Internet/Network/WiFi permissions required are needed by ScoreLoop for the High Scores integration and for the Ad Networks. Coming Soon: -More levels -More Pick-Up Items Keywords: Angry Birds, Angry Birds Seasons, Paper Toss, Slice It, Talking Tom Cat, Fall Down, Robo Defense, Google Maps, YouTube, Facebook, Pandora, Barcode Scanner, Twitter, Bubble Blast, Movies, Netflix, Ant Smasher Free, Fruit Slice, Fruit Ninja, Blast Monkeys, Solitaire","100,000 - 500,000",0,913,3.7
com.pwg.KidsTicTacToe,"Tic Tac Toe KIDS","Brain & Puzzle","The CUTE Tic Tac Toe! Classic Tic Tac Toe with a cute twist that children will love! Play Tic Tac Toe on your Android phone for free starring over a hundred cute playing pieces spanning 9 themes! ????????? Now you can play Tic Tac Toe on your Android device for free. Tic Tac Toe KIDS is designed for kids. Tic Tac Toe KIDS supports one player and two player gameplay, so you can play against another human or against your Android device. The AI for one player mode includes three difficulty levels, so you can play against a computer player that matches your skill level. A move randomization engine ensures that your device won't keep making the same moves over and over again. A sophisticated rating algorithm keeps track of all of your Ties, Wins and Losses against all three difficulties to compute your personal score. Play more to hone your skills and improve your rating! Tic Tac Toe Free offers a host of exciting features, including: ??? 144 different images to choose as playing pieces that children will love ??? Single Player (AI) or Two Player modes with three difficulty settings for Single Player mode ??? Gameplay statistics such as win streaks, losing streaks, total games tied, lost, win an all difficulties and overall Rating Tic Tac Toe KIDS is a great way to pass the time for children of all ages. Get Tic Tac Toe KIDS now and let the fun begin! Keywords: tic tac toe,tic-tac-toe,tic,tac,toe,naughts and crosses,wick wack woe,noughts and crosses,trio,tris,filetto,tres en linea,morpion,cat,Three Men's Morris,gato,equis,cero,games,board games,board,free,puzzles,strategy,casual,childrens games","50,000 - 100,000",0,17,3.9
com.pwg.PaperFortune,"Paper Fortune Teller",Casual,"Known as Chatterbox, Snapdragon, Cootie Catcher, etc...this Virtual Origami Paper Fortune Teller knows all! Pick a color, spell it out, choose a number, count and finally choose your fortune. Made for customization, choose up to 10 different colors and create your own fortunes! 6 Preset categories to start * FC Update","100,000 - 500,000",0,325,3.1
com.pwm.ads.main,"Play With Me",Casual,"It is a simple and very funny adult sex game, which it spins like a slot machine, and shows what to do with the body, with the question mark sign, you can do whatever you want.","500,000 - 1,000,000",0,321,3.2
com.pyxismobile.Ameriprise.ui.activity,"Ameriprise Financial",Finance,"Anytime, anywhere access to help you make smart, informed decisions. Access. Always at hand. Get anytime, anywhere access to the information you need to help you make smart, informed decisions. Ameriprise Financial clients can connect with your accounts and your advisor. Or, use the app to find an Ameriprise financial advisor near you and take the first step in reaching your goals by reaching someone who can help get you there. View your Ameriprise accounts Check account balances and view recent transactions for your Ameriprise accounts: ??? Brokerage ??? Banking ??? Credit card ??? More, including insurance and annuities To access your account information and take full advantage of the Ameriprise app, you must be a registered user of My Financial Accounts, our secure client site. Ameriprise clients may register by visiting ameriprise.com/myfinancialaccounts. Find an advisor Locate an Ameriprise financial advisor based on: ??? Current location ??? Advisor name ??? Zip code ??? City/state Connect with your advisor Connect with your Ameriprise financial advisor for the answers and advice you need when you need it: ??? Call ??? Email ??? Get directions Safe and secure The Ameriprise app is covered by safeguards similar to those we use to protect your privacy and security online. Information is available online at ameriprise.com/customer-service/privacy-security/. Download the Ameriprise app today and start putting your dreams and goals more within reach. -- Brokerage, investment and financial advisor services are made available through Ameriprise Financial Services, Inc. Member FINRA and SIPC. Some products and services may not be available in all jurisdictions or to all clients. Investment products are not federally or FDIC insured, are not guaranteed by any financial institutions, and involve investment risks including possible loss of principal and fluctuation in value. Ameriprise Bank, FSB and Equal Housing Lender and Member FDIC, provides deposit, lending and personal trust products to Ameriprise Financial Services, Inc. Ameriprise Bank and Ameriprise Financial Services are subsidiaries of Ameriprise Financial, Inc. Ameriprise financial advisors may receive compensation for selling bank products. Account data on screenshots below is for illustrative purposes only, does not reflect actual account data and is not a recommendation. ?? 2011 Ameriprise Financial, Inc. All rights reserved. Users of this app agree to be bound by the terms of the Ameriprise Financial App Rules and Regulations.","10,000 - 50,000",0,69,3.9
com.qianxun.musicbox,"QianXun MusicBox","Media & Video","Music online search, listen or download, lyrics display, mp3 tag management. QianXun MusicBox is an online music player for android. You can search, listen, download tracks or make your own playlist. It also support lyrics auto-link, widget player, mp3 tag management.","50,000 - 100,000",0,102,3.3
com.qianxun.yingshi,"???????????? ?????????","Media & Video",???????????????????????????????????????????????????????????????????????????????????????????????????365?????????????????????,"100,000 - 500,000",0,409,3.9
com.qik.motorola.android,"Qik Video for Atrix",Communication,"*Exclusively for Motorola Atrix* Qik Video Connect makes it easy to capture and share life moments right from your mobile phone through live video chat, video mail and video sharing. Video chat without boundaries: ------------------------ - Conduct 2-way live video calls with other Qik Android users - Qik will show you who in your phone???s contact list is online and available to video chat. - Works on WiFi, 4G and 3G networks. Send video mail to anyone, right from your phone: -------------------------------------- - Seamlessly leave a video mail if the person is not available for a video call. - You can send video mails to even non-Qik users. In this case, the recipient will receive an SMS with a link to view the video. Record and share your moments with your friends and family: ----------------------------------------------- - Share videos live or later via email or SMS. - Post videos to your favorite Social Networks like Facebook, Twitter and YouTube. - Broadcast live or video blog right from your mobile phone.","100,000 - 500,000",0,701,3.9
com.qo.android.am3.trial,"Quickoffice?? Pro Trial",Business,"Get this FREE 7-DAY TRIAL of Quickoffice?? Pro and, for a limited time, enjoy the ability to CREATE, VIEW, and EDIT, Microsoft?? Office files including Word documents, Excel spreadsheets, and PowerPoint presentations. Conveniently ACCESS files remotely from your Google?? Docs, Dropbox, Box.net, Huddle???, SugarSync, and MobileMe??? accounts or from your SD card with our enhanced Connected File Manager. For viewing PDF files, our advanced PDF viewer is included, as well. See why Quickoffice?? Pro takes mobile productivity to the next level with this must-have, award-winning productivity suite for Android smartphones. NEW UPDATES in Version 4.1: --------------- ???7-DAY FULLY-FUNCTIONAL TRIAL ???Open files faster ???View footnotes & endnotes in documents ???Insert shapes into presentations ???Render vertical text in presentations ??? and many more great new enhancements! THE GLOBAL LEADER IN MOBILE PRODUCTIVITY SOLUTIONS --------------- ??? Top 10 Must-Have Android Apps - NY Times ??? Top 10 Finalist - Mobile Apps Showdown CES 2011 ??? ??????if you are a person who gets sent documents on the go and has a need to edit them on the go then you should look at Quickoffice??? ??? ZDNet ??? ???Convenience at its finest.?????? Phandroid.com ??? ???If you???re hoping to do some hardcore word processing on your Android phone, Quickoffice has your back.??? ??? IntoMobile.com TRIAL VERSION includes the following features for 7 DAYS: KEY MICROSOFT?? OFFICE FEATURES --------------- ??? Create, View & Edit Microsoft Word documents (.doc & .docx) ??? Create, View & Edit Excel?? spreadsheets (.xls & .xlsx) ??? Create, View & Edit PowerPoint?? presentations (.ppt & .pptx) KEY CONNECTED FILE MANAGER FEATURES --------------- ??? Seamlessly access Google?? Docs, Dropbox, Box, Huddle???, SugarSync, and MobileMe??? ??? Access and manage files on your SD Card ??? View Office and non-Office files within the file manager ??? Create, copy, move, delete and rename files and folders ??? Share files via e-mail, SMS, Bluetooth, and cloud services ??? Browse zip files and copy files from zip folders to other directories KEY PDF FEATURES --------------- ??? Open & View PDF files, including password protected and encrypted files ??? Experience multi-touch zoom and flick scrolling ??? Wrap text at any zoom level ??? Find text in documents and navigate with bookmarks LANGUAGE SUPPORT --------------- Localized in French, German, Dutch, Italian, Spanish, Korean, Japanese, Simplified Chinese (China), Traditional Chinese (Taiwan), Portuguese & Brazilian Portuguese. For complete feature list, visit Quickoffice.com/Android. CONNECT WITH US --------------- Tell us your ideas for product improvements on Quickoffice.ideascale.com Make sure to join us on Facebook & Twitter for updates and fun contests. Twitter.com/Quickoffice Facebook.com/Quickoffice Need help or have product questions? Contact our Customer Care Specialists at Support.Quickoffice.com Tags: Microsoft, office, trial, document, spreadsheet, presentation, Word, Excel, PowerPoint, PDF, file manager, Dropbox, Box, Google Docs, Huddle, SugarSync, MobileMe, viewer, editor, notepad, zip files, manage files, cloud, remote access, Quick Office, Quickoffice","100,000 - 500,000",0,183,3.9
com.qs,"Warren Buffett 100 Quotes",Business,"Great Quotes from Warren Buffet - Complete Collection Huge collection of Warren Buffett quotes. With this app you can learn lot more about Warren Buffett, the investing legend. The app has an excellent interface and it's so easy to use.","1,000 - 5,000",0,1,5
com.quantumsquid.VeggieSamurai,"Veggie Samurai","Arcade & Action","Addictive action game that puts you in the heart of all-out veggie carnage. It's time to give veggies what they have had coming for years!! Feel the power at your finger tips! Put your swordsman skills to the test as you use your fingers to slice and dice veggies of all shapes and sizes in Veggie Samurai. *************************** Veggie Samurai is an addictive, pickup-and-play action game that puts you in the heart of all-out veggie carnage. ****** 7 DISTINCT GAME MODES ****** --- Samurai Mode - 3 Lives. No time limit. Avoid dropping veggies. Avoid poison vials. --- Hardcore Mode - Only 1 life. No mistakes. --- Harmony Mode - Time based. No poison. No lives. More action. More combos. --- Chaos Mode - All Out veggie smack-down. 3x the pace. --- Sort Mode - Selective slicing. Only the chosen veggie shall pass. --- Match Mode - Frenzied action. Spot the matches. Slice combos. Use the Wild Pepper. HUGE combo sizes. --- Training Mode - Free play. No time limit. No hazards. ****** FEATURES ****** --- Slicing AND Dicing allows you to cut up veggies multiple times (some veggies can be diced a surprising number of times...) --- Watch your score skyrocket as you perform Slice Combos, Multi-Dice Combos, Dice Chains, Pea Killers, Onion Blossoms, and more! --- Score big bonus points with Rare MEGA VEGGIES that can be triggered by figuring out the secret, in-game prerequisites --- Keep your eyes peeled and score big points with the rare bonus veggies! --- Fight for global bragging rights atop the Open Feint Leaderboards --- 32 Achievements and counting??? (as if dicing veggies to bits wasn???t enough) Now go out and prove your worth as a VEGGIE SAMURAI??? Veggie Samurai HD is in no way associated with Halfbrick Studios and/or the game Fruit Ninja.","100,000 - 500,000",0,191,4
com.quickgame.artillery,Artillery,Racing,"Best Artillery Games This is a fun cannon game,similar to tower defense games. Shoot the enemy with your tank,like artillery tower game and defend. online leaderboard available. Don't forget to submit your score to the leaderboard. kw: artillery game,cannon games,artillery games,tank war How to Play: Adjust angle and power to fire your shot into the target - Angle value is between 0-90 - Power value is betwwen 10-99. - You'll get six attempts to get it right. As you move on,next level is gonna be a little bit harder than previous one.Wish you luck and enjoy it!","500,000 - 1,000,000",0,1196,4.1
com.quickgame.bubble,"Bubble Matrix",Racing,"Bubble connect game Bubble Matrix is a bubble Tetris remix in which you have to stack your bubbles. Each time 3 bubbles will be given and you can rotate or move them before dropping them. When there are more than 4 bubbles within the same color,they disappear and you get scores. Play Bubble Matrix & connect bubbles! How to Play: -Use left arrow to move bubbles left -Use right arrow to move bubbles right -Use up arrow to rotate bubbles -use down arrow to let bubbles drop immediately down to the bottom","100,000 - 500,000",0,159,4.1
com.quickgame.shooting,"Penguin Shooting","Sports Games","Penguin Games Another fun penguin arcade,penguin shooting, Knock those penguins senseless with your big ice-cube-shooter-gun-thingy, shooting!shooting!shooting! Don't let too many penguins escape,they are rather slippery, shoot them while they are waggling towards you.have fun! this game is somewhat similar with brutal baseball,a little bloody.LOL :)","100,000 - 500,000",0,174,3.8
com.quoord.tapatalkat.activity,"Android Tablet Forum","Books & Reference","AndroidTablets.net gets you instant access to the leading Android Tablet Forum! AndroidTablets.net is the premier Android Tablet Forum and News Site. Our new Android App allows you to browse thousands of discussions with ease over your phone or tablet. Discuss the latest in custom roms, themes, apps, accessories and more!","100,000 - 500,000",0,161,4.2
com.quoord.tapatalkcc.activity,"College Confidential",Education,"The most popular college discussion forums, all in one awesome app. With the *FREE* College Confidential Mobile app, students & parents can enjoy nearly all of the features of CollegeConfidential.com! ??? Read articles and interact with other users on topics like Financial Aid, College Life, Test Preparation, and more ??? Access our Admit This!, Ask the Dean, and School Spotlight blogs ??? Check messages, search topics, and exchange private messages with other users With access to more than 11,000,000 posts by over 430,000 student and parent users, you???ll find answers to all your college-bound questions. Try it today! If you have any questions regarding the functionality or operation of this app please visit http://talk.collegeconfidential.com/community-forum-issues/1104536-cc-mobile-app-iphone-android-faq-q.html and we will be happy to answer your questions.","10,000 - 50,000",0,39,3.9
com.quoord.tapatalkdrodiforums.activity,"Droid Forums",Social,"Droid Forums is the largest Verizon Android Forum with thousands of discussions! DroidForums.net is the premier Verizon Android Forum and News Site covering the Droid, Droid2, Droid3, Droid X, Droid X2, Droid Charge, Droid Bionic, Droid Pro, Droid Incredible, Droid Incredible 2, Droid Eris, Fascinate, and Ally. Our new Android App allows you to browse thousands of discussions with ease over your phone. Discuss the latest in custom roms, themes, apps, accessories and more!","500,000 - 1,000,000",0,2161,4.3
com.quotes.business,"Business Quotes",Business,"Take the experience first; the cash will come later. Famous business quotes collection with funny, motivational, inspirational quotes by business experts on success, change, planning, finance. Motivational quotes by the great business people of the last century Favorite business sayings and inspiration for. For young people who are wanting to start their own business it is important to understand: Take the experience first; the cash will come later. This app will take you through various experiences of the great business tycoons.","10,000 - 50,000",0,15,3.7
com.raaga,Raaga.com,"Music & Audio","Raaga.com - A World of Music Discover and share music with millions of music fans. PC World - Best Music Website Award Winner! Full access to the largest archive of Indian music in over 18 languages including Bollywood, Tamil, Telugu, Bengali, Bhangra and many more * Discover new music from the community * Connect with Friends and music lovers worldwide * Share your playlists with millions of music fans * Recommend and discuss your favorite music and artists * Access loads of music from thousands of Public Playlists * Largest archive of devotional content * Music for meditation, yoga and relaxation","100,000 - 500,000",0,680,3.5
com.radio.rapp,"Mobile Radio LIVE","Music & Audio","Mobile Radio LIVE ================= Enjoy Worldwide Music, Talk, News all on your mobile for FREE through Internet Radio stations - Unlimited radio stations - Radio station lists updated regularly & freely available - Your own Personalized Favorite list - Choose your country list List of countries: USA Spain Germany France India Canada Italy UK Belgium Mexico Deutschland Switzerland Portugal Australia Thailand South Korea Netherlands Turkey Denmark Brazil Nepal Hungary Poland Japan TrinidadandTobago Jamaica Indonesia Russia UAE Slovakia South Africa Philippines Colombia Ghana Malaysia Brunei Bosnia Scotland Romania Austria Bolivia Guatemala Sweden CostaRica Luxembourg NewZealand Korea chile Bahrain Estonia Ukraine Bangladesh Togo Ecuador You can add any country of your choice & add your stations free of cost Radio station list: MixNation Voltage Vitamine Virgin Radio Swing FM RTL2 Rire et Chansons Sud Radio Radio U Classique Azur ODS Radio NRJ Rock Dance California 101 Classic and Jazz Radio Click 'N' Rock Enjoy Station Frequence 3 Fun Radio Gold FM Hotmix Radio 80 Impact FM M2 Love M2 Vinyl Frequence3 - 1 top100station rsa sachsen Energy kol mevasser housetime.fm psychedelik radio Radio Country Club Fritz Canal academie Krautrock bayern1 bayern5 altuell stream 56k nova radio meuh Ibiza Global Radio Rai uno Rai due Rai tre Radio 105 Radio24 Antenne Bayern 80s Oui fm Hitradio Antenne ffn Rire et chansons - Sketches RFM AfterHours lolliradio Mix 101 Antenne Bayern Oldies But Goldies Antenne Bayern Love Songs Magicstar skyrock Antenne Bayern Classic Rock Live Andys 80s Rare New Wave Alternative France intet mfm guadeloupe Jam FM Berlin Star fm Berlin Flaix fm T4E Mort De Rire Zouk retro NRJ Martinique Fusion RBR MKM RTL Europe1 Technobase.fm cherie fm ballermann-radio.com swr4 France info WDR2 FFH Sud Radio 64k.aac Rfm 64.aac swr3 la grosse radio Radio 1 NDR 2 Raggakings groovefm M80 Back To The 80s Top Music ERF Plus ERF Pop AngelsFox-Radio Power radio Radio Planeta Europa FM Gipuzkoa Global Radio Radio Flaixbac Cadena COPE Qfm 94.3 Disco Music Radio RNE Radio 3 RAC105 HotFM Punto Radio Olot RTVA Canal Fiesta Radio Radio Oro 95.2 FM I LOVE FM RNE Radio Nacional Activa FM RNE Radio Clasica RNE Radio 4 RNE Radio 5 Todo Noticias Radio Exterior 7.7 Radio Antena-6 Antena Boreal Bay Radio Cadena Cope Sevilla Cadena Digital Candil Radio Capital Radio Chanquete FM Coast FM COM Radio esRadio Evolution FM Gum FM Holland FM IB3 Radio Latino FM Loca FM Ribera Nova Onda Oasis FM Onda Borox Onda Cieza ONDA CIT Punto Radio 106.3 RAC 1 Radio Aguilar Balear Enlace Faycan Gigante Montealegre Nova 106.7 Oasis Oro 94.4 FM Pizarra Vallekas RCM Rock&Gol RTVA CanalSur Radio RTVA Canal Flamenco Radio Radio Suby Venice Classic Radio DeeGay Radio R101 Non Stop Music m2o Kiss Kiss Italia R101 Ottanta Golden Radio Italia Radio 105 FM R101 105 Hip Hop/R&B Radio IES Italia Network LatteMiele Tirol RMC My Radio Virgin Rock Hard Rock Radio BCS Venezia Tour Padova Virgin Rock Classic RMC Great Artists RMC Love Songs Radio Base EcoRadio Radio Mambo trancebase.fm Across various music categories: Dance House Trance Electronica 60s 70s 80s Oldies Schlage Electronica Turkish News Talk Ambient Chillout Downtempo Electronica Reggae Hits Sports talk 80s 90s Pop Folk Oldies Classic Rock News Politics Folk Hits Trance Classical Bollywood India Hindi Ghazals Adult Contemporary World Beat Pop Mix Rock Techno Sachsen Verschiedenes Active Rock Country 80s music Hot Adult Contemporary HipHop RnB Easy Listening Jazz News information in English Top 40 Classic Hits Oldies Rap Soul Student Radio Dance Remixes Groove Swing Comedy Dance West Coast Rock Classic/Jazz Top 40/Dance/RnB French chansons Love Songs 70s Hits Regional Mexicana Hip Hop Rap Modern Rock Rhythmic Top 40 Classic Country Smooth Jazz","500,000 - 1,000,000",0,328,4.2
com.radioactiveyak.earthquake,Earthquake!,"News & Magazines","Get a head start on the apocalypse! 24h of quakes mapped. Get a head start on the apocalypse with Earthquake! Last 24hrs of earthquakes, with damage and rumble areas shown on an interactive map. Features notifications and vibration to indicate quake magnitude, and a dynamic widget. Now optimized for tablets!","500,000 - 1,000,000",0,5548,4.1
com.radioin,"Radio inn (Radio in)","Media & Video","Radio inn Download Korean Radio Program as MP3. Supported Radio Broadcaster. 1. MBC (fully) 2. KBS (fully) 3. SBS (fully) 4. BBC (partially) Supported Features. 1. Download Radio Files as MP3. 2. Manage my favorites Programs.","100,000 - 500,000",0,605,4.6
com.rainbow.Cell,FreeCell,"Cards & Casino","FreeCell good time more fun for players. FreeCell enhanced undo functionality, can be unlimited undo. At the same time, the game also features improved electoral bureau, after the start, if the Board does not feel good, you can re-start but not sentenced to lose. These improvements allow players more fun good time.","100,000 - 500,000",0,241,3.6
